Time (s),Channel 1 (V)
-0.05218446817660551,-0.3642316328167907
-0.0521719681766055,-0.3642316328167883
-0.0521594681766055,-0.3590619966099354
-0.0521469681766055,-0.5710170810909981
-0.0521344681766055,-0.5875599169529346
-0.05212196817660551,-0.5861813472977733
-0.0521094681766055,-0.5854920624701925
-0.0520969681766055,-0.5851474200564023
-0.0520844681766055,-0.5848027776426119
-0.0520719681766055,-0.5841134928150312
-0.05205946817660551,-0.5848027776426119
-0.0520469681766055,-0.5841134928150313
-0.0520344681766055,-0.5844581352288216
-0.0520219681766055,-0.5837688504012409
-0.0520094681766055,-0.5841134928150312
-0.05199696817660551,-0.5841134928150312
-0.0519844681766055,-0.5837688504012409
-0.0519719681766055,-0.5837688504012409
-0.0519594681766055,-0.5837688504012409
-0.0519469681766055,-0.5837688504012409
-0.05193446817660551,-0.5837688504012409
-0.0519219681766055,-0.5837688504012409
-0.0519094681766055,-0.5837688504012409
-0.0518969681766055,-0.5834242079874505
-0.0518844681766055,-0.5830795655736601
-0.05187196817660551,-0.5834242079874505
-0.0518594681766055,-0.5827349231598702
-0.0518469681766055,-0.5834242079874505
-0.0518344681766055,-0.5830795655736601
-0.0518219681766055,-0.5830795655736601
-0.05180946817660551,-0.5827349231598699
-0.0517969681766055,-0.5830795655736598
-0.0517844681766055,-0.5823902807460795
-0.0517719681766055,-0.5827349231598699
-0.0517594681766055,-0.5823902807460795
-0.05174696817660551,-0.5827349231598699
-0.05173446817660551,-0.5823902807460796
-0.0517219681766055,-0.5820456383322892
-0.0517094681766055,-0.5823902807460795
-0.0516969681766055,-0.5823902807460795
-0.05168446817660551,-0.5820456383322892
-0.05167196817660551,-0.5820456383322892
-0.0516594681766055,-0.5817009959184988
-0.0516469681766055,-0.5820456383322892
-0.0516344681766055,-0.5817009959184988
-0.05162196817660551,-0.5817009959184988
-0.05160946817660551,-0.5817009959184988
-0.0515969681766055,-0.7002579862623777
-0.0515844681766055,-0.8198489038476277
-0.0515719681766055,-0.819159619020047
-0.05155946817660551,-0.819159619020047
-0.05154696817660551,-0.8188149766062567
-0.0515344681766055,-0.8188149766062566
-0.0515219681766055,-0.8184703341924663
-0.0515094681766055,-0.8188149766062566
-0.05149696817660551,-0.8184703341924663
-0.05148446817660551,-0.818125691778676
-0.0514719681766055,-0.8181256917786759
-0.0514594681766055,-0.8181256917786759
-0.0514469681766055,-0.8177810493648856
-0.05143446817660551,-0.8177810493648856
-0.05142196817660551,-0.8177810493648856
-0.0514094681766055,-0.8181256917786759
-0.0513969681766055,-0.8174364069510952
-0.0513844681766055,-0.8177810493648856
-0.05137196817660551,-0.8174364069510952
-0.05135946817660551,-0.817091764537305
-0.0513469681766055,-0.8174364069510952
-0.0513344681766055,-0.8170917645373049
-0.0513219681766055,-0.8167471221235145
-0.0513094681766055,-0.8167471221235145
-0.05129696817660551,-0.8167471221235145
-0.0512844681766055,-0.8164024797097242
-0.0512719681766055,-0.8160578372959338
-0.0512594681766055,-0.8167471221235145
-0.0512469681766055,-0.8160578372959338
-0.05123446817660551,-0.8160578372959338
-0.0512219681766055,-0.8160578372959338
-0.0512094681766055,-0.8157131948821436
-0.0511969681766055,-0.8157131948821436
-0.0511844681766055,-0.8157131948821436
-0.05117196817660551,-0.8153685524683533
-0.0511594681766055,-0.8164024797097242
-0.0511469681766055,-0.8174364069510952
-0.0511344681766055,-0.8174364069510952
-0.0511219681766055,-0.8167471221235145
-0.05110946817660551,-0.8160578372959342
-0.0510969681766055,-0.8157131948821436
-0.0510844681766055,-0.8157131948821436
-0.0510719681766055,-0.8150239100545629
-0.0510594681766055,-0.8150239100545629
-0.05104696817660551,-0.8370810245371449
-0.0510344681766055,-1.017673649363286
-0.0510219681766055,-1.016639722121915
-0.0510094681766055,-1.016295079708124
-0.0509969681766055,-1.015605794880544
-0.05098446817660551,-1.015605794880544
-0.0509719681766055,-1.015261152466754
-0.0509594681766055,-1.015261152466754
-0.0509469681766055,-1.014916510052963
-0.0509344681766055,-1.014916510052963
-0.05092196817660551,-1.014571867639173
-0.0509094681766055,-1.014571867639173
-0.0508969681766055,-1.014227225225383
-0.0508844681766055,-1.014227225225383
-0.0508719681766055,-1.014227225225383
-0.05085946817660551,-1.013882582811592
-0.0508469681766055,-1.013537940397802
-0.0508344681766055,-1.013537940397802
-0.0508219681766055,-1.013537940397802
-0.0508094681766055,-1.013537940397802
-0.05079696817660551,-1.013193297984011
-0.0507844681766055,-1.013537940397802
-0.0507719681766055,-1.013193297984011
-0.0507594681766055,-1.012848655570221
-0.0507469681766055,-1.013193297984011
-0.05073446817660551,-1.012504013156431
-0.0507219681766055,-1.012504013156431
-0.0507094681766055,-1.012504013156431
-0.0506969681766055,-1.01215937074264
-0.0506844681766055,-1.01215937074264
-0.05067196817660551,-1.01181472832885
-0.0506594681766055,-1.01181472832885
-0.0506469681766055,-1.01181472832885
-0.0506344681766055,-1.01181472832885
-0.0506219681766055,-1.01147008591506
-0.05060946817660551,-1.01147008591506
-0.0505969681766055,-1.01112544350127
-0.0505844681766055,-1.01147008591506
-0.0505719681766055,-1.011125443501269
-0.0505594681766055,-1.011125443501269
-0.05054696817660551,-1.010780801087479
-0.0505344681766055,-1.010780801087479
-0.0505219681766055,-1.010436158673689
-0.0505094681766055,-1.010436158673689
-0.0504969681766055,-1.019052219018447
-0.05048446817660551,-1.232041230740881
-0.0504719681766055,-1.23066266108572
-0.0504594681766055,-1.23066266108572
-0.0504469681766055,-1.230318018671929
-0.0504344681766055,-1.230318018671929
-0.05042196817660551,-1.229628733844349
-0.0504094681766055,-1.229628733844348
-0.0503969681766055,-1.229284091430558
-0.0503844681766055,-1.229284091430558
-0.0503719681766055,-1.228939449016768
-0.05035946817660551,-1.228939449016768
-0.0503469681766055,-1.228594806602977
-0.0503344681766055,-1.228594806602977
-0.0503219681766055,-1.228250164189187
-0.0503094681766055,-1.228250164189187
-0.05029696817660551,-1.228250164189187
-0.0502844681766055,-1.227905521775397
-0.0502719681766055,-1.227905521775397
-0.0502594681766055,-1.227905521775397
-0.0502469681766055,-1.227560879361606
-0.05023446817660551,-1.227560879361606
-0.0502219681766055,-1.227216236947816
-0.0502094681766055,-1.226871594534026
-0.0501969681766055,-1.226526952120236
-0.0501844681766055,-1.226526952120236
-0.05017196817660551,-1.226526952120236
-0.05015946817660551,-1.226871594534026
-0.0501469681766055,-1.227216236947816
-0.0501344681766055,-1.227216236947816
-0.0501219681766055,-1.226871594534026
-0.05010946817660551,-1.226526952120236
-0.05009696817660551,-1.226182309706445
-0.0500844681766055,-1.226182309706445
-0.0500719681766055,-1.225493024878864
-0.0500594681766055,-1.225493024878864
-0.05004696817660551,-1.225493024878864
-0.05003446817660551,-1.225148382465074
-0.0500219681766055,-1.225148382465074
-0.0500094681766055,-1.224803740051284
-0.0499969681766055,-1.224803740051284
-0.04998446817660551,-1.224459097637493
-0.04997196817660551,-1.224459097637493
-0.0499594681766055,-1.224459097637493
-0.0499469681766055,-1.224114455223703
-0.0499344681766055,-1.147259196948456
-0.04992196817660551,-1.406430292118796
-0.04990946817660551,-1.405741007291215
-0.0498969681766055,-1.405051722463635
-0.0498844681766055,-1.404707080049844
-0.0498719681766055,-1.404017795222263
-0.04985946817660551,-1.404017795222263
-0.04984696817660551,-1.403673152808473
-0.0498344681766055,-1.403673152808473
-0.0498219681766055,-1.403328510394683
-0.0498094681766055,-1.403328510394683
-0.04979696817660551,-1.402983867980892
-0.04978446817660551,-1.402983867980892
-0.0497719681766055,-1.402639225567102
-0.0497594681766055,-1.402294583153312
-0.0497469681766055,-1.402294583153312
-0.0497344681766055,-1.402294583153312
-0.04972196817660551,-1.401949940739522
-0.0497094681766055,-1.401949940739521
-0.0496969681766055,-1.401949940739521
-0.0496844681766055,-1.401605298325731
-0.0496719681766055,-1.401605298325731
-0.04965946817660551,-1.400916013498151
-0.0496469681766055,-1.40091601349815
-0.0496344681766055,-1.40091601349815
-0.0496219681766055,-1.40091601349815
-0.0496094681766055,-1.40057137108436
-0.04959696817660551,-1.40057137108436
-0.0495844681766055,-1.40022672867057
-0.0495719681766055,-1.399882086256779
-0.0495594681766055,-1.399882086256779
-0.0495469681766055,-1.399882086256779
-0.04953446817660551,-1.399192801429199
-0.0495219681766055,-1.399192801429199
-0.0495094681766055,-1.399192801429199
-0.0494969681766055,-1.399192801429199
-0.0494844681766055,-1.398848159015408
-0.04947196817660551,-1.398503516601618
-0.0494594681766055,-1.398158874187828
-0.0494469681766055,-1.398158874187828
-0.0494344681766055,-1.398158874187828
-0.0494219681766055,-1.397469589360247
-0.04940946817660551,-1.397469589360247
-0.0493969681766055,-1.397469589360247
-0.0493844681766055,-1.413323140394603
-0.0493719681766055,-1.581508638324292
-0.0493594681766055,-1.580819353496711
-0.04934696817660551,-1.58047471108292
-0.0493344681766055,-1.58013006866913
-0.0493219681766055,-1.57978542625534
-0.0493094681766055,-1.579440783841549
-0.0492969681766055,-1.579440783841549
-0.04928446817660551,-1.579440783841549
-0.0492719681766055,-1.579096141427759
-0.0492594681766055,-1.578751499013969
-0.0492469681766055,-1.578406856600178
-0.0492344681766055,-1.578062214186388
-0.04922196817660551,-1.578406856600178
-0.0492094681766055,-1.577717571772598
-0.0491969681766055,-1.577717571772598
-0.0491844681766055,-1.577717571772598
-0.0491719681766055,-1.577372929358807
-0.04915946817660551,-1.577372929358807
-0.0491469681766055,-1.577372929358807
-0.0491344681766055,-1.577028286945017
-0.0491219681766055,-1.577028286945017
-0.0491094681766055,-1.576683644531227
-0.04909696817660551,-1.576683644531227
-0.0490844681766055,-1.575994359703646
-0.0490719681766055,-1.575994359703646
-0.0490594681766055,-1.575994359703646
-0.0490469681766055,-1.575994359703646
-0.04903446817660551,-1.575649717289856
-0.0490219681766055,-1.575305074876065
-0.0490094681766055,-1.574960432462275
-0.0489969681766055,-1.575305074876065
-0.0489844681766055,-1.574271147634694
-0.04897196817660551,-1.574271147634694
