Time (s),Channel 1 (V)
-0.05218319866920152,2.259186420955321
-0.05217069866920152,2.25884177854153
-0.05215819866920152,2.25849713612774
-0.05214569866920152,2.257807851300159
-0.05213319866920152,2.257118566472578
-0.05212069866920152,2.266768554058708
-0.05210819866920152,2.312950637506614
-0.05209569866920152,2.312261352679034
-0.05208319866920152,2.311916710265243
-0.05207069866920152,2.311572067851453
-0.05205819866920152,2.311227425437663
-0.05204569866920151,2.311227425437662
-0.05203319866920152,2.310538140610082
-0.05202069866920152,2.310193498196292
-0.05200819866920152,2.309848855782501
-0.05199569866920152,2.309504213368711
-0.05198319866920151,2.30950421336871
-0.05197069866920152,2.30881492854113
-0.05195819866920152,2.30812564371355
-0.05194569866920152,2.30847028612734
-0.05193319866920152,2.307781001299759
-0.05192069866920151,2.307436358885969
-0.05190819866920152,2.307091716472178
-0.05189569866920152,2.320532770610002
-0.05188319866920152,2.324668479575486
-0.05187069866920152,2.323979194747905
-0.05185819866920151,2.319843485782419
-0.05184569866920152,2.315018491989357
-0.05183319866920152,2.313984564747985
-0.05182069866920152,2.312950637506614
-0.05180819866920152,2.315363134403147
-0.05179569866920151,2.31880955854105
-0.05178319866920152,2.31880955854105
-0.05177069866920152,2.31846491612726
-0.05175819866920152,2.319843485782421
-0.05174569866920152,2.319843485782421
-0.05173319866920152,2.319498843368631
-0.05172069866920152,2.319843485782421
-0.05170819866920152,2.319843485782421
-0.05169569866920152,2.319498843368631
-0.05168319866920152,2.332939897506455
-0.05167069866920152,2.337420248885727
-0.05165819866920152,2.337420248885729
-0.05164569866920152,2.337075606471938
-0.05163319866920152,2.337075606471938
-0.05162069866920152,2.336730964058148
-0.05160819866920152,2.336730964058148
-0.05159569866920152,2.336041679230568
-0.05158319866920152,2.336386321644358
-0.05157069866920152,2.335697036816777
-0.05155819866920152,2.335697036816777
-0.05154569866920152,2.334663109575406
-0.05153319866920152,2.335007751989196
-0.05152069866920152,2.334663109575406
-0.05150819866920152,2.334663109575406
-0.05149569866920152,2.333973824747825
-0.05148319866920152,2.333629182334035
-0.05147069866920152,2.323289909920325
-0.05145819866920152,2.314673849575566
-0.05144569866920152,2.313984564747985
-0.05143319866920152,2.314329207161776
-0.05142069866920152,2.313984564747985
-0.05140819866920152,2.313639922334195
-0.05139569866920152,2.313639922334195
-0.05138319866920152,2.313639922334195
-0.05137069866920152,2.312950637506614
-0.05135819866920152,2.312950637506614
-0.05134569866920152,2.312261352679034
-0.05133319866920152,2.311916710265243
