Time (s),Channel 1 (V)
-0.05218529608192342,-0.7888310866067565
-0.05217279608192342,-1.360248208670889
-0.05216029608192342,-1.358180354188147
-0.05214779608192342,-1.357835711774357
-0.05213529608192342,-1.357835711774357
-0.05212279608192343,-1.357146426946776
-0.05211029608192341,-1.356801784532986
-0.05209779608192341,-1.356457142119196
-0.05208529608192342,-1.356457142119196
-0.05207279608192342,-1.356112499705405
-0.05206029608192342,-1.356112499705405
-0.05204779608192342,-1.355767857291615
-0.05203529608192342,-1.355767857291615
-0.05202279608192342,-1.355423214877825
-0.05201029608192342,-1.355423214877825
-0.05199779608192343,-1.355078572464034
-0.05198529608192341,-1.355423214877824
-0.05197279608192341,-1.354733930050244
-0.05196029608192342,-1.354733930050244
-0.05194779608192342,-1.354733930050244
-0.05193529608192342,-1.354044645222663
-0.05192279608192342,-1.354044645222663
-0.05191029608192342,-1.354044645222663
-0.05189779608192342,-1.354044645222663
-0.05188529608192342,-1.353355360395083
-0.05187279608192343,-1.353355360395083
-0.05186029608192341,-1.353355360395083
-0.05184779608192341,-1.353010717981292
-0.05183529608192342,-1.353010717981292
-0.05182279608192342,-1.352666075567577
-0.05181029608192342,-1.518439076600717
-0.05179779608192342,-1.648024624185828
-0.05178529608192342,-1.647679981772038
-0.05177279608192342,-1.647335339358247
-0.05176029608192342,-1.646990696944457
-0.05174779608192343,-1.646990696944457
-0.05173529608192343,-1.646646054530667
-0.05172279608192341,-1.646301412116876
-0.05171029608192342,-1.646301412116876
-0.05169779608192342,-1.645956769703086
-0.05168529608192342,-1.645956769703086
-0.05167279608192342,-1.644922842461715
-0.05166029608192342,-1.645267484875505
-0.05164779608192342,-1.644922842461715
-0.05163529608192342,-1.644578200047925
-0.05162279608192342,-1.644922842461715
-0.05161029608192343,-1.644578200047925
-0.05159779608192341,-1.644578200047924
-0.05158529608192342,-1.643888915220344
-0.05157279608192342,-1.643544272806554
-0.05156029608192342,-1.643544272806554
-0.05154779608192342,-1.643544272806553
-0.05153529608192342,-1.642854987978973
-0.05152279608192342,-1.642510345565183
-0.05151029608192342,-1.641821060737602
-0.05149779608192342,-1.641821060737602
-0.05148529608192343,-1.641131775910021
-0.05147279608192341,-1.641476418323812
-0.05146029608192342,-1.641476418323807
-0.05144779608192342,-1.632171073151597
-0.05143529608192342,-1.90581714970102
-0.05142279608192342,-1.935456397286976
-0.05141029608192342,-1.934077827631815
-0.05139779608192342,-1.934077827631815
-0.05138529608192342,-1.933388542804234
-0.05137279608192342,-1.933388542804234
-0.05136029608192343,-1.932699257976654
-0.05134779608192341,-1.932699257976654
-0.05133529608192341,-1.932354615562863
-0.05132279608192342,-1.932354615562863
-0.05131029608192342,-1.932354615562863
-0.05129779608192342,-1.931665330735283
-0.05128529608192342,-1.931665330735283
-0.05127279608192342,-1.931320688321492
-0.05126029608192342,-1.930976045907702
-0.05124779608192342,-1.930631403493912
-0.05123529608192343,-1.930286761080122
-0.05122279608192341,-1.930286761080121
-0.05121029608192341,-1.92959747625254
-0.05119779608192342,-1.92925283383875
-0.05118529608192342,-1.92890819142496
-0.05117279608192342,-1.92925283383875
-0.05116029608192342,-1.92890819142496
-0.05114779608192342,-1.92890819142496
-0.05113529608192342,-1.928218906597379
-0.05112279608192342,-1.927874264183589
-0.05111029608192343,-1.927874264183589
-0.05109779608192341,-1.927529621769799
-0.05108529608192341,-1.927529621769798
-0.05107279608192342,-1.926840336942218
-0.05106029608192342,-1.926840336942218
-0.05104779608192342,-1.926840336942218
-0.05103529608192342,-1.926495694528428
-0.05102279608192342,-1.926151052114637
-0.05101029608192342,-1.925806409700847
-0.05099779608192342,-1.925806409700847
-0.05098529608192343,-1.925117124873266
-0.05097279608192341,-1.925117124873265
-0.05096029608192341,-1.924427840045685
-0.05094779608192342,-1.924427840045685
-0.05093529608192342,-1.924427840045685
-0.05092279608192342,-1.923738555218105
-0.05091029608192342,-1.923393912804314
-0.05089779608192342,-1.923049270390524
-0.05088529608192342,-1.923049270390524
-0.05087279608192342,-1.923049270390524
-0.05086029608192343,-1.922359985562943
-0.05084779608192341,-1.922704627976733
-0.05083529608192341,-1.922015343149153
-0.05082279608192342,-1.922015343149153
-0.05081029608192342,-1.921670700735362
-0.05079779608192342,-1.920981415907782
-0.05078529608192342,-1.920981415907782
-0.05077279608192342,-1.920636773493992
-0.05076029608192342,-1.920292131080201
-0.05074779608192342,-1.919947488666411
-0.05073529608192343,-1.919602846252621
-0.05072279608192341,-1.91960284625262
-0.05071029608192341,-1.918913561425248
-0.05069779608192342,-2.148100766595649
-0.05068529608192342,-2.211170328319253
-0.05067279608192342,-2.211514970733043
-0.05066029608192342,-2.211170328319253
-0.05064779608192342,-2.210481043491673
-0.05063529608192342,-2.210136401077882
-0.05062279608192342,-2.209791758664092
-0.05061029608192343,-2.209791758664092
-0.05059779608192341,-2.209447116250301
-0.05058529608192341,-2.209102473836511
-0.05057279608192342,-2.20875783142272
-0.05056029608192342,-2.20806854659514
-0.05054779608192342,-2.20806854659514
-0.05053529608192342,-2.20737926176756
-0.05052279608192342,-2.207034619353769
-0.05051029608192342,-2.205656049698608
-0.05049779608192342,-2.205311407284817
-0.05048529608192343,-2.204622122457237
-0.05047279608192341,-2.205311407284817
-0.05046029608192341,-2.204966764871027
-0.05044779608192342,-2.204966764871027
-0.05043529608192342,-2.204966764871027
-0.05042279608192342,-2.204966764871027
-0.05041029608192342,-2.204622122457237
-0.05039779608192342,-2.204277480043446
-0.05038529608192342,-2.204277480043446
-0.05037279608192342,-2.203932837629656
-0.05036029608192343,-2.203243552802075
-0.05034779608192341,-2.203243552802075
-0.05033529608192341,-2.202554267974495
-0.05032279608192342,-2.202554267974495
-0.05031029608192342,-2.202209625560704
-0.05029779608192342,-2.201864983146914
-0.05028529608192342,-2.201864983146913
-0.05027279608192342,-2.201175698319333
-0.05026029608192342,-2.201175698319333
-0.05024779608192342,-2.200831055905543
-0.05023529608192343,-2.200486413491753
-0.05022279608192341,-2.200141771077962
-0.05021029608192341,-2.199797128664172
-0.05019779608192342,-2.199797128664172
-0.05018529608192342,-2.198763201422801
-0.05017279608192342,-2.198763201422801
-0.05016029608192342,-2.198763201422801
-0.05014779608192342,-2.19841855900901
-0.05013529608192342,-2.19841855900901
-0.05012279608192342,-2.19772927418143
-0.05011029608192342,-2.19772927418143
-0.05009779608192343,-2.19738463176764
-0.05008529608192341,-2.197039989353849
-0.05007279608192342,-2.196695346940059
-0.05006029608192342,-2.196350704526268
-0.05004779608192342,-2.196006062112478
-0.05003529608192342,-2.196006062112478
-0.05002279608192342,-2.195661419698688
-0.05001029608192342,-2.195316777284897
-0.04999779608192342,-2.195316777284897
-0.04998529608192342,-2.194627492457317
-0.04997279608192343,-2.193938207629736
-0.04996029608192341,-2.193938207629735
-0.04994779608192342,-2.193593565215946
-0.04993529608192342,-2.193593565215946
-0.04992279608192342,-2.193248922802155
-0.04991029608192342,-2.192904280388365
-0.04989779608192342,-2.192904280388365
-0.04988529608192342,-2.192214995560784
-0.04987279608192342,-2.192214995560784
-0.04986029608192342,-2.191870353146994
-0.04984779608192343,-2.191525710733203
-0.04983529608192341,-2.191525710733203
-0.04982279608192342,-2.191181068319413
-0.04981029608192342,-2.190836425905623
-0.04979779608192342,-2.190491783491832
-0.04978529608192342,-2.190147141078042
-0.04977279608192342,-2.189802498664252
-0.04976029608192342,-2.189457856250462
-0.04974779608192342,-2.189113213836671
-0.04973529608192342,-2.188768571422881
-0.04972279608192343,-2.18842392900909
-0.04971029608192341,-2.18842392900909
-0.04969779608192341,-2.1880792865953
-0.04968529608192342,-2.187734644181509
-0.04967279608192342,-2.187045359353929
-0.04966029608192342,-2.187390001767719
-0.04964779608192342,-2.186700716940139
-0.04963529608192342,-2.186700716940139
-0.04962279608192342,-2.186356074526348
-0.04961029608192342,-2.186011432112558
-0.04959779608192343,-2.185666789698768
-0.04958529608192341,-1.916501064528486
-0.04957279608192341,-1.892720737976974
-0.04956029608192342,-1.892720737976974
-0.04954779608192342,-1.892720737976973
-0.04953529608192342,-1.892376095563183
-0.04952279608192342,-1.892031453149393
-0.04951029608192342,-1.891342168321812
-0.04949779608192342,-1.891342168321812
-0.04948529608192342,-1.890997525908022
-0.04947279608192343,-1.890997525908022
-0.04946029608192341,-1.891342168321812
-0.04944779608192341,-1.890997525908022
-0.04943529608192342,-1.890652883494232
-0.04942279608192342,-1.890652883494231
-0.04941029608192342,-1.890308241080441
-0.04939779608192342,-1.890308241080441
-0.04938529608192342,-1.889963598666651
-0.04937279608192342,-1.889963598666651
-0.04936029608192342,-1.88961895625286
-0.04934779608192343,-1.88961895625286
-0.04933529608192341,-1.88927431383907
-0.04932279608192341,-1.88892967142528
-0.04931029608192342,-1.88892967142528
-0.04929779608192342,-1.888240386597699
-0.04928529608192342,-1.888240386597699
-0.04927279608192342,-1.887551101770119
-0.04926029608192342,-1.887551101770119
-0.04924779608192342,-1.887206459356328
-0.04923529608192342,-1.886861816942538
-0.04922279608192343,-1.886861816942538
-0.04921029608192341,-1.886172532114957
-0.04919779608192341,-1.886517174528747
-0.04918529608192342,-1.886172532114957
-0.04917279608192342,-1.885483247287376
-0.04916029608192342,-1.885138604873586
-0.04914779608192342,-1.885138604873586
-0.04913529608192342,-1.884793962459796
-0.04912279608192342,-1.884449320046005
-0.04911029608192342,-1.884793962459796
-0.04909779608192343,-1.884104677632215
-0.04908529608192341,-1.884104677632214
-0.04907279608192341,-1.883415392804634
-0.04906029608192342,-1.883415392804634
-0.04904779608192342,-1.883415392804634
-0.04903529608192342,-1.883070750390844
